week_end,jurisdiction,respiratory_season,inpatient_beds,inpatient_beds_occupied,inpatient_occupancy_pct,icu_beds,icu_beds_occupied,icu_occupancy_pct,covid_new_admissions,flu_new_admissions,rsv_new_admissions,hospitals_reporting_occupancy,hospitals_reporting_occupancy_pct
2024-11-16,PA,,25867,19464,75.25,3639,2693,74.00,1005,111,161,184,84.40
2024-11-16,PR,,1545,1024,66.28,130,84,64.62,18,71,9,7,12.73
2024-11-16,RI,,1993,1701,85.35,230,183,79.57,20,0,12,9,75.00
2024-11-16,SC,,11566,8069,69.76,1472,1079,73.30,69,13,73,65,87.84
2024-11-16,SD,,2574,1404,54.55,335,125,37.31,35,0,0,56,91.80
2024-11-16,TN,,17894,13125,73.35,2964,2005,67.65,148,91,128,117,88.64
2024-11-16,TX,,60045,43416,72.31,10191,7255,71.19,222,213,463,404,77.84
2024-11-16,USA,,693796,508433,73.28,101950,72368,70.98,7466,2892,3187,4829,84.79
2024-11-16,UT,,6169,3872,62.77,1054,639,60.63,46,10,2,52,92.86
2024-11-16,VA,,18187,12558,69.05,2599,1655,63.68,101,25,51,94,94.95
2024-11-16,VI,,120,56,46.67,13,8,61.54,0,0,0,1,50.00
2024-11-16,VT,,1038,723,69.65,110,72,65.45,9,3,3,12,80.00
2024-11-16,WA,,10653,9230,86.64,1502,1191,79.29,82,22,26,93,96.88
2024-11-16,WI,,11146,8060,72.31,1675,1192,71.16,143,5,7,136,92.52
2024-11-16,WV,,5723,3930,68.67,794,610,76.83,59,3,10,53,91.38
2024-11-16,WY,,919,359,39.06,80,28,35.00,50,5,3,19,63.33
2024-11-23,AK,,1422,1033,72.64,211,124,58.77,8,5,4,21,87.50
2024-11-23,AL,,12077,9249,76.58,2146,1646,76.70,71,50,111,94,94.00
2024-11-23,AR,,9096,4922,54.11,1325,892,67.32,51,6,15,73,78.49
2024-11-23,AS,,151,74,49.01,9,5,55.56,0,2,0,1,100.00
2024-11-23,AZ,,14172,10664,75.25,2212,1536,69.44,778,516,80,86,86.87
2024-11-23,CA,,61825,47278,76.47,9289,6427,69.19,624,447,210,345,87.34
2024-11-23,CO,,10347,6496,62.78,1671,1009,60.38,131,28,26,77,77.78
2024-11-23,CT,,8916,6450,72.34,1118,748,66.91,79,4,35,31,96.88
2024-11-23,DC,,2806,2302,82.04,571,489,85.64,24,8,6,9,81.82
2024-11-23,DE,,2273,1847,81.26,259,225,86.87,20,11,78,10,90.91
2024-11-23,FL,,49460,38206,77.25,6415,4729,73.72,253,399,489,227,82.85
2024-11-23,GA,,22648,16901,74.62,3558,2726,76.62,69,44,325,128,80.00
2024-11-23,GU,,293,292,99.66,32,20,62.50,0,1,3,2,100.00
2024-11-23,HI,,2305,1754,76.10,272,202,74.26,13,8,25,23,82.14
2024-11-23,IA,,6779,4476,66.03,788,551,69.92,51,3,6,105,86.78
2024-11-23,ID,,1802,1223,67.87,272,175,64.34,17,28,3,29,61.70
2024-11-23,IL,,24599,17729,72.07,3386,2347,69.31,244,72,137,165,82.09
2024-11-23,IN,,16362,11460,70.04,2874,1972,68.62,166,32,67,132,92.96
2024-11-23,KS,,6317,4427,70.08,997,711,71.31,55,15,2,101,71.13
2024-11-23,KY,,11715,8013,68.40,2265,1693,74.75,94,18,54,98,88.29
2024-11-23,LA,,12603,8577,68.06,2059,1486,72.17,67,76,99,129,79.63
2024-11-23,MA,,15492,13345,86.14,1566,1273,81.29,368,45,119,76,89.41
2024-11-23,MD,,10246,8408,82.06,1442,1104,76.56,81,18,85,44,86.27
2024-11-23,ME,,2722,2197,80.71,426,256,60.09,21,0,0,31,83.78
2024-11-23,MI,,14718,10974,74.56,1913,1404,73.39,432,56,75,127,81.41
2024-11-23,MN,,11485,8535,74.31,1448,1100,75.97,226,16,22,125,93.98
2024-11-23,MO,,16173,12826,79.31,2670,2063,77.27,175,40,59,108,87.10
2024-11-23,MP,,,,,,,,,,,0,0.00
2024-11-23,MS,,6003,4059,67.62,873,592,67.81,45,21,65,74,69.81
2024-11-23,MT,,2258,1341,59.39,225,122,54.22,20,1,0,45,71.43
2024-11-23,NC,,22165,17019,76.78,3583,2708,75.58,134,31,75,113,84.96
2024-11-23,ND,,2081,1454,69.87,313,175,55.91,19,3,1,44,89.80
2024-11-23,NE,,5159,3368,65.28,708,427,60.31,33,4,2,86,88.66
2024-11-23,NH,,2708,2085,76.99,164,140,85.37,20,11,7,24,92.31
2024-11-23,NJ,,21355,15215,71.25,2896,1797,62.05,210,47,205,80,94.12
2024-11-23,NM,,4282,2636,61.56,463,340,73.43,116,26,4,37,75.51
2024-11-23,NV,,6089,4529,74.38,1195,826,69.12,31,44,21,36,73.47
2024-11-23,NY,,42939,34695,80.80,5567,4217,75.75,397,95,366,176,85.85
2024-11-23,OH,,24159,18196,75.32,3926,2909,74.10,276,631,146,173,80.84
2024-11-23,OK,,8664,6139,70.86,1165,839,72.02,59,12,7,114,80.85
2024-11-23,OR,,6597,4721,71.56,856,605,70.68,56,41,6,50,80.65
2024-11-23,PA,,26178,20144,76.95,3621,2772,76.55,1027,134,175,184,84.40
2024-11-23,PR,,1758,1088,61.89,118,90,76.27,24,41,24,7,12.73
2024-11-23,RI,,1986,1675,84.34,230,190,82.61,30,2,18,9,75.00
2024-11-23,SC,,10662,7788,73.04,1433,1092,76.20,66,12,111,66,89.19
2024-11-23,SD,,2500,1581,63.24,335,138,41.19,31,0,0,56,91.80
2024-11-23,TN,,16166,11919,73.73,2653,1974,74.41,97,49,128,110,83.33
2024-11-23,TX,,59632,44472,74.58,10548,7661,72.63,251,256,611,408,78.76
2024-11-23,USA,,671133,500139,74.52,99287,71617,72.13,7653,3519,4239,4717,82.84
2024-11-23,UT,,5374,3554,66.13,985,576,58.48,57,19,3,47,83.93
2024-11-23,VA,,14962,10758,71.90,2188,1504,68.74,106,31,67,78,78.79
2024-11-23,VI,,,,,,,,,,,0,0.00
2024-11-23,VT,,950,726,76.42,106,72,67.92,21,0,0,10,66.67
2024-11-23,WA,,11103,9658,86.99,1581,1231,77.86,88,29,37,94,97.92
2024-11-23,WI,,10014,7268,72.58,1507,1068,70.87,140,18,11,128,87.07
2024-11-23,WV,,5859,4186,71.45,791,628,79.39,150,5,13,54,93.10
2024-11-23,WY,,726,207,28.51,63,11,17.46,31,8,1,17,56.67
2024-11-30,AK,,1417,1012,71.42,208,115,55.29,5,9,10,20,83.33
2024-11-30,AL,,12278,8803,71.70,2199,1607,73.08,91,65,130,98,98.00
2024-11-30,AR,,9521,5011,52.63,1417,912,64.36,49,12,21,79,84.95
2024-11-30,AS,,151,69,45.70,9,7,77.78,0,2,1,1,100.00
2024-11-30,AZ,,13820,9880,71.49,2174,1443,66.38,744,587,81,83,83.84
2024-11-30,CA,,63544,47743,75.13,9530,6583,69.08,673,670,308,363,91.67
2024-11-30,CO,,10391,6192,59.59,1700,983,57.82,144,64,21,78,78.79
2024-11-30,CT,,8335,5955,71.45,1070,708,66.17,68,10,50,30,93.75
2024-11-30,DC,,2058,1505,73.13,330,248,75.15,10,5,2,8,72.73
2024-11-30,DE,,2398,1849,77.11,278,233,83.81,26,13,109,11,100.00
2024-11-30,FL,,50276,35919,71.44,6695,4644,69.37,230,560,483,229,83.27
2024-11-30,GA,,23039,16047,69.65,3640,2667,73.27,84,56,394,130,81.25
2024-11-30,GU,,293,271,92.49,32,21,65.63,1,2,1,2,100.00
2024-11-30,HI,,2359,1781,75.50,271,192,70.85,10,14,19,25,89.29
2024-11-30,IA,,7649,4669,61.04,887,591,66.63,52,4,10,114,94.21
2024-11-30,ID,,1826,1174,64.29,264,167,63.26,16,57,3,31,65.96
2024-11-30,IL,,25891,17822,68.83,3550,2361,66.51,266,83,215,174,86.57
2024-11-30,IN,,16630,10847,65.23,2959,1868,63.13,156,41,59,137,96.48
2024-11-30,KS,,6605,4256,64.44,1011,683,67.56,48,16,9,116,81.12
2024-11-30,KY,,12694,8352,65.79,2405,1670,69.44,90,23,59,103,92.79
2024-11-30,LA,,12772,8327,65.20,2110,1457,69.05,64,139,144,132,81.48
2024-11-30,MA,,14520,12066,83.10,1406,1094,77.81,368,63,134,78,91.76
2024-11-30,MD,,10089,8163,80.91,1387,1043,75.20,74,19,119,44,86.27
2024-11-30,ME,,2807,2160,76.95,428,248,57.94,25,2,2,32,86.49
2024-11-30,MI,,19705,14769,74.95,2704,1984,73.37,590,67,135,135,86.54
2024-11-30,MN,,11529,8359,72.50,1397,1019,72.94,183,35,29,125,93.98
2024-11-30,MO,,15575,11917,76.51,2597,1947,74.97,161,40,59,111,88.80
2024-11-30,MP,,,,,,,,,,,0,0.00
2024-11-30,MS,,7281,4613,63.36,1141,660,57.84,33,28,77,85,80.19
2024-11-30,MT,,2701,1531,56.68,288,138,47.92,17,2,2,50,79.37
2024-11-30,NC,,23767,17490,73.59,3867,2816,72.82,145,42,123,120,89.55
2024-11-30,ND,,2054,1338,65.14,292,153,52.40,19,1,0,47,95.92
2024-11-30,NE,,5270,3164,60.04,736,398,54.08,41,11,7,92,93.88
2024-11-30,NH,,2679,1962,73.24,169,117,69.23,44,14,6,24,92.31
2024-11-30,NJ,,21410,14369,67.11,2971,1739,58.53,187,67,283,83,97.65
2024-11-30,NM,,4305,2510,58.30,458,336,73.36,117,52,5,38,77.55
2024-11-30,NV,,6294,4593,72.97,1227,820,66.83,64,56,23,38,76.00
2024-11-30,NY,,42970,32497,75.63,5663,4190,73.99,358,140,556,184,89.76
2024-11-30,OH,,28837,19678,68.24,4676,3151,67.39,329,55,160,196,91.59
2024-11-30,OK,,9935,6676,67.20,1341,970,72.33,97,40,15,121,85.82
2024-11-30,OR,,6381,4403,69.00,817,546,66.83,43,47,8,48,77.42
2024-11-30,PA,,26159,19325,73.88,3740,2782,74.39,638,114,198,189,86.70
2024-11-30,PR,,10245,4397,42.92,666,425,63.81,78,279,149,49,89.09
2024-11-30,RI,,2020,1714,84.85,227,189,83.26,21,6,35,10,83.33
2024-11-30,SC,,11637,8063,69.29,1509,1065,70.58,67,18,121,71,95.95
2024-11-30,SD,,2559,1035,40.45,344,109,31.69,19,5,0,60,98.36
2024-11-30,TN,,17477,12295,70.35,2983,1992,66.78,141,58,138,118,89.39
2024-11-30,TX,,62087,43412,69.92,10935,7696,70.38,279,397,762,428,82.47
2024-11-30,USA,,706283,496493,70.30,104333,71931,68.94,7536,4221,5474,5004,87.74
2024-11-30,UT,,5499,3578,65.07,996,604,60.64,55,20,11,49,87.50
2024-11-30,VA,,17410,11433,65.67,2503,1580,63.12,101,44,92,91,91.92
2024-11-30,VI,,120,58,48.33,13,4,30.77,0,0,0,1,50.00
2024-11-30,VT,,995,691,69.45,113,74,65.49,12,3,3,12,80.00
2024-11-30,WA,,10861,9145,84.20,1549,1190,76.82,74,45,43,94,97.92
2024-11-30,WI,,10281,7355,71.54,1540,1074,69.74,131,12,20,134,91.16
2024-11-30,WV,,5809,3902,67.17,814,583,71.62,151,3,27,59,100.00
2024-11-30,WY,,1068,348,32.58,97,35,36.08,47,4,3,24,80.00
2024-12-07,AK,,1358,1007,74.15,196,121,61.73,17,17,3,20,83.33
2024-12-07,AL,,12138,9315,76.74,2247,1707,75.97,98,102,165,95,95.00
2024-12-07,AR,,8938,4904,54.87,1296,846,65.28,50,18,31,68,73.12
2024-12-07,AS,,151,77,50.99,9,6,66.67,3,0,0,1,100.00
2024-12-07,AZ,,13419,10385,77.39,2174,1515,69.69,829,881,142,84,84.85
2024-12-07,CA,,61093,47126,77.14,9290,6520,70.18,722,1029,406,340,85.86
2024-12-07,CO,,11922,7349,61.64,1884,1158,61.46,180,89,32,88,88.89
2024-12-07,CT,,8741,6297,72.04,1112,773,69.51,93,13,60,30,93.75
2024-12-07,DC,,2454,1955,79.67,546,449,82.23,14,2,3,8,72.73
2024-12-07,DE,,2326,1840,79.11,270,225,83.33,24,15,70,9,81.82
2024-12-07,FL,,51139,38974,76.21,6618,4769,72.06,278,682,470,225,81.82
2024-12-07,GA,,22917,17129,74.74,3660,2806,76.67,110,86,404,127,79.38
2024-12-07,GU,,293,256,87.37,32,21,65.63,1,0,1,2,100.00
2024-12-07,HI,,2521,1954,77.51,297,220,74.07,15,20,19,22,78.57
2024-12-07,IA,,7044,4497,63.84,844,585,69.31,85,13,13,108,89.26
2024-12-07,ID,,1787,1261,70.57,260,170,65.38,29,68,5,29,61.70
2024-12-07,IL,,24794,17852,72.00,3473,2381,68.56,299,99,230,163,81.09
2024-12-07,IN,,16446,11397,69.30,2922,2025,69.30,255,64,73,131,92.25
2024-12-07,KS,,6611,4420,66.86,1007,668,66.34,76,34,14,106,74.13
2024-12-07,KY,,11529,7682,66.63,2061,1507,73.12,120,45,82,98,87.50
2024-12-07,LA,,12388,8506,68.66,1947,1435,73.70,76,156,159,127,78.40
2024-12-07,MA,,15434,13267,85.96,1548,1267,81.85,440,82,162,76,89.41
2024-12-07,MD,,8477,6991,82.47,1160,872,75.17,71,29,101,40,78.43
2024-12-07,ME,,2549,1968,77.21,373,192,51.47,20,3,2,31,83.78
2024-12-07,MI,,19483,14983,76.90,2846,2126,74.70,581,97,139,125,80.13
2024-12-07,MN,,11412,8687,76.12,1438,1108,77.05,267,58,58,124,93.23
2024-12-07,MO,,13624,10132,74.37,2062,1549,75.12,133,52,73,94,75.20
2024-12-07,MP,,,,,,,,,,,0,0.00
2024-12-07,MS,,7333,5055,68.93,1078,693,64.29,53,39,107,85,80.19
2024-12-07,MT,,2354,1354,57.52,232,106,45.69,30,2,0,48,76.19
2024-12-07,NC,,23756,17885,75.29,3871,2913,75.25,169,64,157,119,88.81
2024-12-07,ND,,2098,1485,70.78,308,198,64.29,15,2,1,45,91.84
2024-12-07,NE,,4880,3047,62.44,689,390,56.60,74,9,7,89,90.82
2024-12-07,NH,,2749,2129,77.45,166,126,75.90,67,16,19,26,100.00
2024-12-07,NJ,,21355,15225,71.29,2942,1795,61.01,187,109,290,82,96.47
2024-12-07,NM,,3916,2476,63.23,425,333,78.35,119,98,6,33,67.35
2024-12-07,NV,,6139,4599,74.91,1225,840,68.57,38,68,24,35,68.63
2024-12-07,NY,,41044,33234,80.97,5335,4082,76.51,436,264,700,176,85.85
2024-12-07,OH,,28533,20671,72.45,4513,3182,70.51,377,87,244,182,85.05
2024-12-07,OK,,9190,6599,71.81,1220,936,76.72,126,32,24,108,76.60
2024-12-07,OR,,6140,4383,71.38,770,529,68.70,48,79,10,48,77.42
2024-12-07,PA,,25721,19654,76.41,3686,2803,76.04,627,173,288,173,79.36
2024-12-07,PR,,10764,4880,45.34,661,471,71.26,103,434,290,49,89.09
2024-12-07,RI,,2288,1944,84.97,246,194,78.86,40,10,48,11,91.67
2024-12-07,SC,,11273,8284,73.49,1455,1083,74.43,75,39,151,66,89.19
2024-12-07,SD,,2494,1574,63.11,335,182,54.33,23,1,0,56,91.80
2024-12-07,TN,,17852,12932,72.44,2958,2050,69.30,133,106,151,111,84.09
2024-12-07,TX,,59790,44591,74.58,10422,7622,73.13,362,494,707,409,78.81
2024-12-07,USA,,691414,509325,73.66,101506,72621,71.54,8550,6126,6340,4767,83.54
2024-12-07,UT,,6068,3849,63.43,1055,612,58.01,61,64,14,52,92.86
2024-12-07,VA,,16012,11164,69.72,2248,1476,65.66,117,62,61,82,82.83
2024-12-07,VI,,120,54,45.00,13,4,30.77,0,0,0,1,50.00
2024-12-07,VT,,985,699,70.96,109,63,57.80,19,0,5,11,73.33
2024-12-07,WA,,11001,9548,86.79,1571,1231,78.36,53,76,68,92,94.85
2024-12-07,WI,,10260,7592,74.00,1540,1076,69.87,181,27,27,131,89.12
2024-12-07,WV,,5338,3865,72.41,771,585,75.88,89,12,17,54,91.53
2024-12-07,WY,,973,342,35.15,90,25,27.78,42,5,7,22,73.33
2024-12-14,AK,,1236,873,70.63,192,112,58.33,8,23,16,18,75.00
2024-12-14,AL,,12446,9806,78.79,2329,1807,77.59,113,192,155,98,98.00
2024-12-14,AR,,8942,4962,55.49,1320,902,68.33,46,39,52,69,74.19
2024-12-14,AS,,152,91,59.87,10,7,70.00,0,3,0,1,100.00
2024-12-14,AZ,,13636,10546,77.34,2187,1521,69.55,758,992,123,88,88.89
2024-12-14,CA,,63484,49392,77.80,9665,6804,70.40,722,1383,432,360,90.68
2024-12-14,CO,,12062,7436,61.65,1948,1195,61.34,175,129,68,90,90.91
2024-12-14,CT,,9026,6690,74.12,1181,833,70.53,101,24,100,31,96.88
2024-12-14,DC,,2380,1858,78.07,480,391,81.46,21,6,14,9,81.82
2024-12-14,DE,,2318,1928,83.18,267,236,88.39,25,15,79,11,100.00
2024-12-14,FL,,53418,41914,78.46,7050,5149,73.04,313,852,594,237,86.18
2024-12-14,GA,,22631,17234,76.15,3606,2816,78.09,153,203,401,126,78.75
2024-12-14,GU,,293,271,92.49,32,19,59.38,0,3,0,2,100.00
2024-12-14,HI,,2553,2013,78.85,301,241,80.07,13,34,30,24,85.71
2024-12-14,IA,,7270,4884,67.18,870,625,71.84,82,23,24,106,87.60
2024-12-14,ID,,2578,1850,71.76,378,265,70.11,45,101,10,38,80.85
2024-12-14,IL,,26738,19057,71.27,3741,2636,70.46,425,229,346,173,86.07
2024-12-14,IN,,16645,11708,70.34,2907,1978,68.04,313,140,140,134,94.37
2024-12-14,KS,,6605,4512,68.31,1006,715,71.07,86,86,19,111,77.62
2024-12-14,KY,,12936,9292,71.83,2446,1907,77.96,165,79,131,103,91.96
2024-12-14,LA,,13074,9288,71.04,2045,1518,74.23,101,249,180,142,87.65
2024-12-14,MA,,13793,12003,87.02,1285,1037,80.70,421,123,220,75,88.24
2024-12-14,MD,,10921,9318,85.32,1483,1154,77.82,88,73,179,48,94.12
2024-12-14,ME,,3080,2303,74.77,428,266,62.15,33,2,3,35,94.59
2024-12-14,MI,,19584,15195,77.59,2654,1980,74.60,689,169,180,141,90.38
2024-12-14,MN,,11818,9072,76.76,1454,1152,79.23,346,118,105,127,95.49
2024-12-14,MO,,13944,10779,77.30,2111,1582,74.94,191,82,51,100,80.00
2024-12-14,MP,,,,,,,,,,,0,0.00
2024-12-14,MS,,7350,5220,71.02,1080,711,65.83,67,61,98,87,82.08
2024-12-14,MT,,2639,1609,60.97,280,145,51.79,27,6,2,47,74.60
2024-12-14,NC,,23379,18121,77.51,3788,2902,76.61,227,170,261,120,89.55
2024-12-14,ND,,1420,932,65.63,174,104,59.77,11,0,0,33,67.35
2024-12-14,NE,,5303,3461,65.26,739,431,58.32,60,17,9,86,87.76
2024-12-14,NH,,2727,2107,77.26,174,139,79.89,68,22,27,26,100.00
2024-12-14,NJ,,20279,14911,73.53,2828,1757,62.13,241,174,406,83,97.65
2024-12-14,NM,,3981,2396,60.19,414,318,76.81,132,100,11,37,75.51
2024-12-14,NV,,6576,4820,73.30,1273,845,66.38,44,102,44,41,80.39
2024-12-14,NY,,42513,34837,81.94,5496,4313,78.48,485,416,852,185,90.24
2024-12-14,OH,,29164,21494,73.70,4873,3501,71.84,510,148,320,196,91.59
2024-12-14,OK,,9582,6898,71.99,1257,1014,80.67,150,49,38,115,81.56
2024-12-14,OR,,7335,5471,74.59,984,731,74.29,68,192,31,54,87.10
2024-12-14,PA,,25330,19413,76.64,3504,2676,76.37,709,267,394,184,84.40
2024-12-14,PR,,9951,4639,46.62,771,470,60.96,86,371,205,47,85.45
2024-12-14,RI,,2157,1768,81.97,252,199,78.97,50,28,47,11,91.67
2024-12-14,SC,,11451,8796,76.81,1485,1135,76.43,85,77,178,69,93.24
2024-12-14,SD,,2189,1374,62.77,277,144,51.99,43,8,3,58,95.08
2024-12-14,TN,,18363,13970,76.08,3159,2297,72.71,191,210,203,122,92.42
2024-12-14,TX,,61550,46233,75.11,10700,7863,73.49,350,668,853,403,77.65
2024-12-14,USA,,709530,531714,74.94,104648,76014,72.64,9779,8982,7975,4971,87.10
2024-12-14,UT,,6149,3819,62.11,1061,675,63.62,55,87,21,53,94.64
2024-12-14,VA,,17132,12117,70.73,2479,1665,67.16,167,135,90,89,89.90
2024-12-14,VI,,120,53,44.17,13,5,38.46,0,0,0,1,50.00
2024-12-14,VT,,924,680,73.59,103,59,57.28,16,6,4,12,80.00
2024-12-14,WA,,11411,9881,86.59,1633,1254,76.79,74,181,123,95,97.94
2024-12-14,WI,,10656,7975,74.84,1586,1142,72.01,219,65,59,140,95.24
2024-12-14,WV,,5513,4189,75.98,805,637,79.13,156,21,39,58,98.31
2024-12-14,WY,,823,255,30.98,84,34,40.48,55,29,5,22,73.33
2024-12-21,AK,,1101,856,77.75,175,116,66.29,9,15,18,15,62.50
2024-12-21,AL,,11899,9157,76.96,2296,1807,78.70,152,430,169,89,89.00
2024-12-21,AR,,8620,4868,56.47,1277,900,70.48,60,53,65,60,64.52
2024-12-21,AS,,151,86,56.95,9,4,44.44,1,0,2,1,100.00
2024-12-21,AZ,,12919,9959,77.09,2103,1471,69.95,753,1506,230,80,80.81
2024-12-21,CA,,58984,46249,78.41,9039,6362,70.38,749,2252,571,327,82.37
2024-12-21,CO,,10287,6597,64.13,1664,1051,63.16,195,169,104,74,74.75
2024-12-21,CT,,8737,6369,72.90,1113,756,67.92,104,42,110,30,93.75
2024-12-21,DC,,1972,1464,74.24,310,232,74.84,14,16,3,7,63.64
2024-12-21,DE,,2352,1893,80.48,268,227,84.70,42,43,112,10,90.91
2024-12-21,FL,,53079,41721,78.60,6956,5023,72.21,392,1202,574,236,85.82
2024-12-21,GA,,19998,15306,76.54,2972,2337,78.63,157,334,282,117,73.13
2024-12-21,GU,,154,111,72.08,18,9,50.00,0,0,0,1,50.00
2024-12-21,HI,,2451,1991,81.23,286,231,80.77,11,38,20,23,82.14
2024-12-21,IA,,7084,4673,65.97,850,605,71.18,79,40,41,101,83.47
2024-12-21,ID,,2543,1937,76.17,371,277,74.66,34,185,27,33,70.21
2024-12-21,IL,,27221,19462,71.50,3830,2658,69.40,538,478,485,167,83.08
2024-12-21,IN,,15649,11011,70.36,2707,1871,69.12,387,269,201,129,90.85
2024-12-21,KS,,6061,4468,73.72,963,684,71.03,119,116,41,89,62.24
2024-12-21,KY,,12162,8434,69.35,2287,1743,76.21,209,193,176,98,87.50
2024-12-21,LA,,12225,8409,68.79,1911,1408,73.68,109,402,189,127,78.40
2024-12-21,MA,,14889,12767,85.75,1450,1178,81.24,370,134,223,77,90.59
2024-12-21,MD,,8965,7405,82.60,1290,1005,77.91,82,94,190,37,72.55
2024-12-21,ME,,2034,1581,77.73,258,171,66.28,16,6,7,25,67.57
2024-12-21,MI,,14342,11074,77.21,1831,1357,74.11,444,186,206,120,76.92
2024-12-21,MN,,11474,8820,76.87,1427,1145,80.24,403,268,161,122,91.73
2024-12-21,MO,,13462,10348,76.87,2025,1537,75.90,185,194,59,91,72.80
2024-12-21,MP,,,,,,,,,,,0,0.00
2024-12-21,MS,,5944,3852,64.80,765,392,51.24,43,71,48,81,76.42
2024-12-21,MT,,2310,1484,64.24,230,139,60.43,18,26,4,37,58.73
2024-12-21,NC,,20645,16001,77.51,3305,2545,77.00,232,251,299,105,78.36
2024-12-21,ND,,1998,1424,71.27,292,176,60.27,22,8,4,43,87.76
2024-12-21,NE,,5140,3314,64.47,688,436,63.37,64,75,39,80,81.63
2024-12-21,NH,,1806,1332,73.75,150,115,76.67,36,12,15,20,76.92
2024-12-21,NJ,,20090,14832,73.83,2806,1785,63.61,300,335,454,81,95.29
2024-12-21,NM,,2931,1600,54.59,315,238,75.56,64,138,8,28,57.14
2024-12-21,NV,,6747,4959,73.50,1334,901,67.54,66,192,62,36,70.59
2024-12-21,NY,,41677,34158,81.96,5488,4253,77.50,613,717,927,176,85.85
2024-12-21,OH,,28709,20932,72.91,4721,3401,72.04,650,290,423,192,89.72
2024-12-21,OK,,7371,5424,73.59,990,779,78.69,103,59,35,89,63.12
2024-12-21,OR,,5625,4189,74.47,742,553,74.53,61,259,20,41,66.13
2024-12-21,PA,,17556,12676,72.20,2272,1688,74.30,537,338,340,146,66.97
2024-12-21,PR,,1072,531,49.53,67,50,74.63,13,17,5,4,7.27
2024-12-21,RI,,1940,1614,83.20,238,197,82.77,41,23,56,9,75.00
2024-12-21,SC,,10360,7820,75.48,1389,1087,78.26,119,146,210,62,83.78
2024-12-21,SD,,2168,1345,62.04,268,149,55.60,25,13,1,53,86.89
2024-12-21,TN,,16096,12383,76.93,2759,1989,72.09,165,352,217,105,79.55
2024-12-21,TX,,59672,45661,76.52,10407,7768,74.64,444,1094,797,394,75.92
2024-12-21,USA,,647256,487851,75.37,95825,69791,72.83,9963,13939,8727,4488,78.64
2024-12-21,UT,,4352,2946,67.69,806,499,61.91,57,140,33,43,76.79
2024-12-21,VA,,15541,11421,73.49,2281,1606,70.41,174,168,187,78,78.79
2024-12-21,VI,,120,56,46.67,13,6,46.15,0,0,0,1,50.00
2024-12-21,VT,,935,732,78.29,87,66,75.86,9,7,4,11,73.33
2024-12-21,WA,,10522,9328,88.65,1528,1232,80.63,83,386,140,89,91.75
2024-12-21,WI,,9140,6736,73.70,1376,957,69.55,275,107,72,127,86.39
2024-12-21,WV,,5179,3828,73.91,752,591,78.59,100,36,50,51,86.44
2024-12-21,WY,,795,257,32.33,70,28,40.00,35,14,11,20,66.67
2024-12-28,AK,,1041,708,68.01,180,109,60.56,12,17,25,12,50.00
2024-12-28,AL,,12221,8318,68.06,2314,1680,72.60,214,664,173,95,95.00
2024-12-28,AR,,9396,4485,47.73,1430,942,65.87,123,121,81,76,81.72
2024-12-28,AS,,151,61,40.40,9,6,66.67,2,0,0,1,100.00
2024-12-28,AZ,,13406,9530,71.09,2164,1421,65.67,794,2285,310,87,87.88
2024-12-28,CA,,57698,41933,72.68,8970,6023,67.15,849,3118,574,338,85.14
2024-12-28,CO,,12071,6420,53.19,1955,1133,57.95,284,470,129,90,90.91
2024-12-28,CT,,9149,5943,64.96,1183,739,62.47,160,148,155,32,100.00
2024-12-28,DC,,1676,1237,73.81,394,309,78.43,17,22,7,6,54.55
2024-12-28,DE,,2022,1481,73.24,188,143,76.06,41,79,51,9,81.82
2024-12-28,FL,,52707,35512,67.38,6706,4399,65.60,419,1987,535,242,88.00
2024-12-28,GA,,22037,14038,63.70,3470,2471,71.21,225,763,413,124,77.50
2024-12-28,GU,,293,250,85.32,32,22,68.75,1,3,0,2,100.00
2024-12-28,HI,,2559,1806,70.57,301,220,73.09,9,57,16,24,85.71
2024-12-28,IA,,7259,4032,55.54,864,547,63.31,125,113,49,106,87.60
2024-12-28,ID,,2555,1648,64.50,375,254,67.73,56,322,30,36,76.60
2024-12-28,IL,,26249,16152,61.53,3489,2225,63.77,767,1054,537,169,84.08
2024-12-28,IN,,16567,9701,58.56,2927,1805,61.67,546,584,229,135,95.07
2024-12-28,KS,,6601,3759,56.95,1018,616,60.51,175,213,54,109,76.22
2024-12-28,KY,,11808,7030,59.54,2272,1522,66.99,261,460,182,101,90.18
2024-12-28,LA,,11485,7041,61.31,1345,871,64.76,137,576,244,131,80.86
2024-12-28,MA,,14703,11463,77.96,1525,1128,73.97,375,256,241,77,90.59
2024-12-28,MD,,6619,4945,74.71,950,714,75.16,124,134,145,32,62.75
2024-12-28,ME,,2350,1659,70.60,306,190,62.09,41,25,4,29,78.38
2024-12-28,MI,,18571,12382,66.67,2601,1819,69.93,739,441,440,141,90.38
2024-12-28,MN,,11286,7719,68.39,1415,1054,74.49,478,724,225,125,93.98
2024-12-28,MO,,15547,10840,69.72,2590,1927,74.40,376,600,171,109,87.20
2024-12-28,MP,,,,,,,,,,,0,0.00
2024-12-28,MS,,6910,4208,60.90,1063,664,62.46,70,212,76,83,78.30
2024-12-28,MT,,2450,1279,52.20,268,117,43.66,31,56,6,42,66.67
2024-12-28,NC,,22039,14797,67.14,3682,2555,69.39,346,546,497,116,86.57
